Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness,Tiempo_de_ejecucion_en_ms
500,500,0.3,0.9,0.1,-52.5697692281912,171751
500,200,0.3,0.7,0.2,-51.15922056729429,89923
500,200,0.3,0.8,0.01,-50.193859060569984,72611
500,200,0.1,0.9,0.01,-48.92735583379712,58381
500,200,0.1,0.8,0.01,-49.5321259046858,59029
500,500,0.1,0.9,0.2,-54.52177980318789,127685
500,200,0.1,1.0,0.05,-53.06681070653074,67446
500,200,0.1,1.0,0.1,-50.27405900476365,86654
500,200,0.3,0.7,0.05,-49.204276224119916,105006
500,200,0.1,0.7,0.1,-50.788992891714145,83466
500,500,0.3,0.9,0.2,-53.31767527037234,146663
500,500,0.5,1.0,0.05,-52.999136555600046,171743
500,200,0.1,1.0,0.2,-52.55823082560404,65412
500,200,0.3,0.7,0.01,-46.23066078336732,64504
500,200,0.1,0.7,0.2,-49.00982035787453,57459
500,200,0.1,0.7,0.05,-50.846523420530616,48368
500,500,0.1,0.9,0.05,-53.62917342039022,137922
500,200,0.1,1.0,0.01,-51.5521756728995,60543
500,500,0.3,0.9,0.05,-53.32244189586265,135779
500,500,0.9,0.9,0.1,-54.40967000134394,173858
500,500,0.5,1.0,0.01,-52.28611473052994,140726
500,500,0.1,0.9,0.01,-49.916041551766874,110131
500,500,0.9,0.8,0.1,-55.325552498457746,168758
500,500,0.3,0.9,0.01,-48.96251319032188,122755
500,500,0.5,0.8,0.1,-52.98651445084589,137629
500,500,0.1,1.0,0.1,-54.27083291727994,107653
500,500,0.9,0.9,0.2,-56.778466321944066,167136
500,500,0.9,0.8,0.2,-57.2585324294233,153889
500,500,0.3,1.0,0.1,-53.23140502811104,118121
500,500,0.1,1.0,0.2,-54.479805411994114,111295
500,500,0.5,0.8,0.2,-56.231923469233024,140974
500,500,0.9,0.9,0.05,-54.23476791919623,153729
500,500,0.9,0.8,0.05,-56.178495788094466,143864
500,500,0.3,1.0,0.2,-54.68259791032466,124716
500,500,0.1,1.0,0.05,-53.588226304658484,103860
500,500,0.5,0.8,0.05,-53.475947122614045,133200
500,500,0.9,0.9,0.01,-54.000411349566406,136425
500,500,0.3,1.0,0.05,-52.685722083968244,115219
500,500,0.1,1.0,0.01,-53.01049600215971,104469
500,500,0.9,0.8,0.01,-55.514631781310925,129620
500,500,0.5,0.8,0.01,-49.46394382159916,110295
500,500,0.1,0.8,0.1,-52.714587807477095,96793
500,500,0.3,1.0,0.01,-52.89554906002472,108984
500,500,0.9,1.0,0.1,-56.90765020752591,143476
500,500,0.9,0.7,0.1,-57.356489256318774,136018
500,500,0.5,0.7,0.1,-54.11429026346848,117827
500,500,0.1,0.8,0.2,-54.03841706301899,92069
500,500,0.3,0.8,0.1,-53.3947401643943,103366
500,500,0.9,1.0,0.2,-58.62118199428064,146541
500,500,0.5,0.7,0.2,-54.687102095841205,124205
500,500,0.1,0.8,0.05,-51.01264752737664,102647
500,500,0.9,0.7,0.2,-58.31988816484046,148055
500,500,0.3,0.8,0.2,-54.26627726566064,113773
500,500,0.1,0.8,0.01,-50.984891451968096,91776
500,500,0.5,0.7,0.05,-52.7417550495569,116516
500,500,0.9,1.0,0.05,-53.85449333262597,139467
500,500,0.9,0.7,0.05,-55.676410993134965,130719
500,500,0.3,0.8,0.05,-52.33600649595125,108126
500,500,0.1,0.7,0.1,-52.446140748489576,94347
500,500,0.5,0.7,0.01,-47.681508528171406,111653
500,500,0.9,1.0,0.01,-53.83133476536708,134630
500,500,0.3,0.8,0.01,-49.90216506045105,111667
500,500,0.9,0.7,0.01,-52.32390679803024,126763
500,500,0.1,0.7,0.2,-53.2833338889587,94466
500,200,0.1,0.7,0.01,-48.453161256184075,41818
500,500,0.3,0.7,0.1,-52.19089156124044,119992
500,500,0.3,0.7,0.05,-49.83161300051447,124575
500,500,0.3,0.7,0.2,-53.318761460754274,125196
500,500,0.1,0.7,0.05,-49.396279501094654,109016
500,500,0.1,0.7,0.01,-47.761491807381105,107805
500,500,0.3,0.7,0.01,-51.23893179424753,115039
50,200,0.5,0.9,0.1,-47.393928215731,6781
100,200,0.5,0.9,0.1,-48.96122986550541,15682
200,50,0.5,0.9,0.1,-47.38190906087926,16303
50,200,0.5,0.9,0.2,-47.032799942799706,10128
200,200,0.5,0.9,0.1,-48.63441455094568,23466
50,200,0.5,0.9,0.05,-46.47613170684444,6730
200,100,0.5,0.9,0.1,-49.649458372051335,27757
100,200,0.5,0.9,0.2,-49.140020846836386,16411
50,200,0.5,0.9,0.01,-46.78055865798282,9576
200,50,0.5,0.9,0.2,-47.16049807236523,22418
50,200,0.5,1.0,0.1,-46.67327716702481,7732
50,200,0.5,1.0,0.2,-47.228028052195185,6143
100,200,0.5,0.9,0.05,-48.962629164813585,16329
200,100,0.5,0.9,0.2,-48.690848164528276,20789
500,100,0.5,0.9,0.1,-51.20217329572075,51122
200,200,0.5,0.9,0.2,-52.4946549431736,29818
50,200,0.5,1.0,0.05,-47.42529188586654,6928
200,50,0.5,0.9,0.05,-47.15073980202237,22755
50,200,0.5,1.0,0.01,-46.30394689582124,8467
100,200,0.5,0.9,0.01,-47.21567274623717,16408
500,200,0.5,0.9,0.1,-48.97294760771999,67166
50,200,0.5,0.8,0.1,-46.4052362829496,7301
200,100,0.5,0.9,0.05,-50.236627519705195,25321
200,200,0.5,0.9,0.05,-48.60657783416838,23459
50,200,0.5,0.8,0.2,-46.65830690857882,7597
100,200,0.5,1.0,0.1,-47.31668812710791,14599
200,50,0.5,0.9,0.01,-50.314520406142094,20585
50,200,0.5,0.8,0.05,-46.48347452693539,6746
50,200,0.5,0.8,0.01,-46.69512540150916,7243
100,200,0.5,1.0,0.2,-48.325588367566084,15445
200,100,0.5,0.9,0.01,-49.45991057128853,24228
50,200,0.5,0.7,0.1,-47.597526359126604,8040
500,100,0.5,0.9,0.2,-49.09251540259869,48421
200,50,0.5,1.0,0.1,-47.44290202923142,21026
50,200,0.5,0.7,0.2,-47.7113692010157,6174
100,200,0.5,1.0,0.05,-47.76677534070963,11314
200,200,0.5,0.9,0.01,-48.405302981075984,29839
50,200,0.5,0.7,0.05,-47.770867362030685,6665
50,200,0.5,0.7,0.01,-47.06948663067172,6263
100,200,0.5,1.0,0.01,-46.585196543472954,12818
200,100,0.5,1.0,0.1,-47.46133387272585,21521
200,50,0.5,1.0,0.2,-47.58997953172538,17934
50,200,0.9,0.9,0.1,-51.402097870745806,9166
500,500,0.5,0.9,0.1,-55.475458475296215,128632
100,200,0.5,0.8,0.1,-48.66290985258137,12469
200,200,0.5,1.0,0.1,-49.05136316611116,26762
50,200,0.9,0.9,0.2,-51.72382314196392,8610
200,50,0.5,1.0,0.05,-49.23191156299356,17222
200,100,0.5,1.0,0.2,-50.27679124882443,20348
100,200,0.5,0.8,0.2,-51.200696468890676,12269
50,200,0.9,0.9,0.05,-51.084575813342845,8683
500,200,0.5,0.9,0.2,-51.611191468769434,77882
500,100,0.5,0.9,0.05,-50.749530640272695,53378
50,200,0.9,0.9,0.01,-51.17050853836869,8640
200,50,0.5,1.0,0.01,-48.3288355827159,16799
100,200,0.5,0.8,0.05,-46.91517990362762,11992
200,200,0.5,1.0,0.2,-51.32527703072666,25225
200,100,0.5,1.0,0.05,-50.4803162588951,19616
50,200,0.9,1.0,0.1,-51.44341457236712,8563
100,200,0.5,0.8,0.01,-47.50361454158313,11899
50,200,0.9,1.0,0.2,-51.39460169848642,8907
200,50,0.5,0.8,0.1,-46.79972442662812,16852
200,100,0.5,1.0,0.01,-49.18619810154301,20029
50,200,0.9,1.0,0.05,-51.12516561454221,8528
100,200,0.5,0.7,0.1,-47.38406892845423,12565
200,200,0.5,1.0,0.05,-51.2577108629204,25224
50,200,0.9,1.0,0.01,-51.064181469965305,8862
200,50,0.5,0.8,0.2,-48.72489523042911,17135
100,200,0.5,0.7,0.2,-48.71120708035302,12269
50,200,0.9,0.8,0.1,-51.0693067924811,8957
200,100,0.5,0.8,0.1,-47.647664137417785,20236
100,200,0.5,0.7,0.05,-47.010104170530994,12599
50,200,0.9,0.8,0.2,-53.369175962563936,9274
500,100,0.5,0.9,0.01,-50.07981206214481,53892
200,50,0.5,0.8,0.05,-48.595112891949,17924
200,200,0.5,1.0,0.01,-50.63621707084023,26966
500,200,0.5,0.9,0.05,-48.91687254784606,70155
50,200,0.9,0.8,0.05,-51.141708528833384,8836
100,200,0.5,0.7,0.01,-46.822957276049145,12131
200,100,0.5,0.8,0.2,-49.98369230163116,19973
200,50,0.5,0.8,0.01,-46.92210812030481,16471
50,200,0.9,0.8,0.01,-51.4431445661847,8315
50,200,0.9,0.7,0.1,-51.81857175734719,8388
100,200,0.9,0.9,0.1,-51.367166757676394,17043
200,200,0.5,0.8,0.1,-48.08209990496884,24446
200,100,0.5,0.8,0.05,-50.149229032263236,18727
50,200,0.9,0.7,0.2,-50.95182337098348,7849
200,50,0.5,0.7,0.1,-50.62062431515317,17636
500,500,0.5,0.9,0.2,-56.60148812757181,118873
50,200,0.9,0.7,0.05,-50.975689229396714,9837
100,200,0.9,0.9,0.2,-51.540768614426604,19330
500,100,0.5,1.0,0.1,-50.972456956145834,51328
50,200,0.9,0.7,0.01,-50.990214066251504,9291
200,50,0.5,0.7,0.2,-48.591442404633646,19179
200,100,0.5,0.8,0.01,-46.651055453422615,21779
200,200,0.5,0.8,0.2,-50.25979477395943,28135
50,200,0.3,0.9,0.1,-44.367797264367766,4593
50,200,0.3,0.9,0.2,-43.76664559857716,4624
100,200,0.9,0.9,0.05,-51.32638302407929,17888
50,200,0.3,0.9,0.05,-43.912542284533956,5260
500,200,0.5,0.9,0.01,-49.259934044127164,60995
200,50,0.5,0.7,0.05,-47.03564645490714,17375
50,200,0.3,0.9,0.01,-43.45440149960418,4990
200,100,0.5,0.7,0.1,-50.68452884080259,20215
50,200,0.3,1.0,0.1,-46.798850528844056,4825
50,200,0.3,1.0,0.2,-45.748936694939204,4930
200,200,0.5,0.8,0.05,-47.67604492064716,25431
100,200,0.9,0.9,0.01,-51.45138340369013,17999
50,200,0.3,1.0,0.05,-44.23197243998142,4865
200,50,0.5,0.7,0.01,-48.68767059595721,17014
50,200,0.3,1.0,0.01,-45.73837929007376,5104
200,100,0.5,0.7,0.2,-48.13126052104581,20154
50,200,0.3,0.8,0.1,-42.89248635075206,5420
100,200,0.9,1.0,0.1,-51.36913941984079,20169
50,200,0.3,0.8,0.2,-45.6254244665919,5857
500,100,0.5,1.0,0.2,-52.356073348187905,53859
50,200,0.3,0.8,0.05,-43.4159172916074,5956
200,200,0.5,0.8,0.01,-47.58620718813382,27893
200,50,0.9,0.9,0.1,-52.27799260712613,28040
50,200,0.3,0.8,0.01,-44.19811223093897,7188
200,100,0.5,0.7,0.05,-48.56428333023529,26936
50,200,0.3,0.7,0.1,-44.62313036330583,6253
100,200,0.9,1.0,0.2,-51.74745979542949,21292
50,200,0.3,0.7,0.2,-45.287201074897155,4763
50,200,0.3,0.7,0.05,-47.20054572405331,4749
200,200,0.5,0.7,0.1,-48.507456692527434,26834
50,200,0.3,0.7,0.01,-45.316555293562274,4929
50,200,0.1,0.9,0.1,-41.87775396112116,3553
200,50,0.9,0.9,0.2,-51.51417594616547,24700
200,100,0.5,0.7,0.01,-47.56673371786528,20363
100,200,0.9,1.0,0.05,-53.536928800485526,17985
50,200,0.1,0.9,0.2,-45.12890001542814,3422
50,200,0.1,0.9,0.05,-40.49421939968661,3521
500,200,0.5,1.0,0.1,-50.6850796440025,79581
50,200,0.1,0.9,0.01,-40.29160079112365,3307
50,200,0.1,1.0,0.1,-42.48981896767848,3577
50,200,0.1,1.0,0.2,-43.115270480105636,3916
100,200,0.9,1.0,0.01,-51.17995568172807,18500
500,100,0.5,1.0,0.05,-51.82735508207715,56302
50,200,0.1,1.0,0.05,-44.30375330302617,3892
200,200,0.5,0.7,0.2,-49.50730122115318,26264
50,200,0.1,1.0,0.01,-42.5206339873027,3704
200,50,0.9,0.9,0.05,-54.08247705953392,26232
50,200,0.1,0.8,0.1,-43.303778076864795,3414
200,100,0.9,0.9,0.1,-52.42613774361549,28264
50,200,0.1,0.8,0.2,-42.72623423352814,3001
500,500,0.5,0.9,0.05,-50.975678008586215,132287
50,200,0.1,0.8,0.05,-42.3284574298958,3323
100,200,0.9,0.8,0.1,-52.02898577220062,17680
50,200,0.1,0.8,0.01,-41.18302919805058,3271
50,200,0.1,0.7,0.1,-41.9610521449761,3359
50,200,0.1,0.7,0.2,-44.41518516863454,3110
200,200,0.5,0.7,0.05,-50.12195895268456,25330
50,200,0.1,0.7,0.05,-43.82165919418979,3541
50,200,0.1,0.7,0.01,-39.655240157833305,3134
200,50,0.9,0.9,0.01,-51.37102315774904,27311
100,200,0.9,0.8,0.2,-52.37190467675021,17474
200,100,0.9,0.9,0.2,-53.32412512988091,29842
50,500,0.5,0.9,0.1,-47.21055758025763,10089
50,500,0.5,0.9,0.2,-49.47268452295707,10370
200,200,0.5,0.7,0.01,-49.31994391076378,25159
100,200,0.9,0.8,0.05,-51.48149492390573,17872
500,100,0.5,1.0,0.01,-51.999283168728965,54777
500,200,0.5,1.0,0.2,-52.70023779643126,72073
50,500,0.5,0.9,0.05,-50.11112580832699,10477
200,50,0.9,1.0,0.1,-51.32675589310658,28720
200,100,0.9,0.9,0.05,-51.42367350376665,30772
100,200,0.9,0.8,0.01,-51.30046631157548,17409
50,500,0.5,0.9,0.01,-46.19655922738827,9681
50,500,0.5,1.0,0.1,-48.922283023149184,10014
100,200,0.9,0.7,0.1,-53.371087038543266,16276
200,200,0.9,0.9,0.1,-53.408031063696974,35964
200,50,0.9,1.0,0.2,-52.106480745762624,27686
50,500,0.5,1.0,0.2,-48.08502662542845,10415
200,100,0.9,0.9,0.01,-51.798632499798515,30082
50,500,0.5,1.0,0.05,-46.27671486272845,10634
100,200,0.9,0.7,0.2,-52.201402851456606,18160
500,100,0.5,0.8,0.1,-51.83611345698199,53742
50,500,0.5,1.0,0.01,-46.604334379386856,10517
200,50,0.9,1.0,0.05,-51.36179478028651,30558
50,500,0.5,0.8,0.1,-47.251982828001935,10714
100,200,0.9,0.7,0.05,-52.036662232680044,19916
500,200,0.5,1.0,0.05,-49.68514373837853,68140
200,200,0.9,0.9,0.2,-53.4070512766585,39952
200,100,0.9,1.0,0.1,-52.28852406192648,33946
50,500,0.5,0.8,0.2,-47.83898377051773,9947
500,500,0.5,0.9,0.01,-51.08033658606868,121930
100,200,0.9,0.7,0.01,-51.154183852552286,17463
50,500,0.5,0.8,0.05,-47.33084565694237,9450
200,50,0.9,1.0,0.01,-53.168729680349166,28930
100,200,0.3,0.9,0.1,-46.60802529188137,8423
50,500,0.5,0.8,0.01,-47.3477771436179,10195
100,200,0.3,0.9,0.2,-46.172280467747534,9567
50,500,0.5,0.7,0.1,-46.43387024110848,9705
200,200,0.9,0.9,0.05,-51.56272126627493,35044
200,100,0.9,1.0,0.2,-55.21523863594988,30915
500,100,0.5,0.8,0.2,-49.02676036425567,55126
100,200,0.3,0.9,0.05,-46.51731852531543,9652
50,500,0.5,0.7,0.2,-47.977630889047596,10070
200,50,0.9,0.8,0.1,-51.73607058499166,27856
100,200,0.3,0.9,0.01,-45.88817812460286,10059
50,500,0.5,0.7,0.05,-47.19188860426896,9754
100,200,0.3,1.0,0.1,-44.8348421228925,9724
50,500,0.5,0.7,0.01,-46.485796007241156,9690
200,100,0.9,1.0,0.05,-52.22460923297014,31463
100,200,0.3,1.0,0.2,-47.49349259533455,10179
200,200,0.9,0.9,0.01,-53.075610944358445,36214
500,200,0.5,1.0,0.01,-52.283942141372165,72217
50,500,0.9,0.9,0.1,-51.48438316564518,12772
200,50,0.9,0.8,0.2,-53.06604584804507,28714
100,200,0.3,1.0,0.05,-47.747643922591685,10322
50,500,0.9,0.9,0.2,-53.228221364504016,12682
500,100,0.5,0.8,0.05,-50.025018771028975,53846
100,200,0.3,1.0,0.01,-48.254983335249484,9842
200,100,0.9,1.0,0.01,-51.59121354318763,30357
100,200,0.3,0.8,0.1,-45.53498347418716,9631
50,500,0.9,0.9,0.05,-51.09115531091602,12444
200,50,0.9,0.8,0.05,-51.68119746065151,28069
200,200,0.9,1.0,0.1,-53.60597444064418,36071
100,200,0.3,0.8,0.2,-45.529269790389456,9602
50,500,0.9,0.9,0.01,-53.204100148436034,12592
100,200,0.3,0.8,0.05,-46.206650327212245,9620
50,500,0.9,1.0,0.1,-51.77102971394761,12508
200,100,0.9,0.8,0.1,-52.07088408361342,30674
100,200,0.3,0.8,0.01,-45.86161606153138,9816
500,500,0.5,1.0,0.1,-54.26892144735332,124759
200,50,0.9,0.8,0.01,-52.82210339705264,27743
100,200,0.3,0.7,0.1,-46.62651171908286,9548
50,500,0.9,1.0,0.2,-52.24074058985745,12827
500,100,0.5,0.8,0.01,-49.042531516028816,53036
500,200,0.5,0.8,0.1,-50.44872313909289,70757
200,200,0.9,1.0,0.2,-52.30905658266714,36606
100,200,0.3,0.7,0.2,-46.09242661358107,9000
50,500,0.9,1.0,0.05,-51.31903267293404,11784
100,200,0.3,0.7,0.05,-44.51153620591184,9238
200,100,0.9,0.8,0.2,-52.31452484663348,30627
200,50,0.9,0.7,0.1,-52.662382694969075,27315
50,500,0.9,1.0,0.01,-52.50584308239424,12178
100,200,0.3,0.7,0.01,-44.47813908296418,9567
100,200,0.1,0.9,0.1,-46.85183319546302,7380
50,500,0.9,0.8,0.1,-52.67890705382673,12753
200,200,0.9,1.0,0.05,-52.7052633424516,35694
100,200,0.1,0.9,0.2,-45.15858627647744,7017
200,100,0.9,0.8,0.05,-53.07627885625366,30197
200,50,0.9,0.7,0.2,-51.31475567416625,30700
100,200,0.1,0.9,0.05,-44.70588679792456,10213
50,500,0.9,0.8,0.2,-52.54921160197705,15751
500,100,0.5,0.7,0.1,-49.98064789233473,57186
100,200,0.1,0.9,0.01,-42.81488903591944,8237
50,500,0.9,0.8,0.05,-51.11515512515595,13964
100,200,0.1,1.0,0.1,-46.87639057536027,7683
100,200,0.1,1.0,0.2,-44.24443122676343,8072
200,100,0.9,0.8,0.01,-51.89869794187906,27584
500,200,0.5,0.8,0.2,-51.30909437888495,77565
50,500,0.9,0.8,0.01,-50.722690886080606,13950
200,200,0.9,1.0,0.01,-51.726760510004226,41521
200,50,0.9,0.7,0.05,-51.62169806055115,30703
100,200,0.1,1.0,0.05,-45.28290040322482,7451
50,500,0.9,0.7,0.1,-51.4220476528824,11354
100,200,0.1,1.0,0.01,-45.161060150775675,10201
100,200,0.1,0.8,0.1,-46.61813021862239,11826
200,50,0.9,0.7,0.01,-53.28187293094127,25135
500,500,0.5,1.0,0.2,-55.4463951798333,118622
50,500,0.9,0.7,0.2,-51.89758275899669,18015
500,100,0.5,0.7,0.2,-48.329772907395125,52500
100,200,0.1,0.8,0.2,-46.19140234140693,7635
200,200,0.9,0.8,0.1,-54.75969884647661,32565
200,100,0.9,0.7,0.1,-52.44135498541032,39354
200,50,0.3,0.9,0.1,-46.6155204635309,12485
100,200,0.1,0.8,0.05,-46.54955320432458,6919
50,500,0.9,0.7,0.05,-51.168734619077426,12253
100,200,0.1,0.8,0.01,-42.33854042620361,6827
200,50,0.3,0.9,0.2,-46.05153875856371,12044
100,200,0.1,0.7,0.1,-42.831795300418506,7160
50,500,0.9,0.7,0.01,-51.20419723159368,12870
100,200,0.1,0.7,0.2,-45.349701941050434,7196
200,100,0.9,0.7,0.2,-53.30748673810185,27168
200,50,0.3,0.9,0.05,-48.45870604411157,12119
50,500,0.3,0.9,0.1,-46.53902978889604,8867
100,200,0.1,0.7,0.05,-44.06675486261426,7541
200,200,0.9,0.8,0.2,-53.48339117924492,36749
50,500,0.3,0.9,0.2,-47.38449415762342,9406
100,200,0.1,0.7,0.01,-42.10866451638956,7499
200,50,0.3,0.9,0.01,-48.977028963732735,13087
50,500,0.3,0.9,0.05,-44.75999342397235,9422
500,200,0.5,0.8,0.05,-52.224525506252924,82475
500,100,0.5,0.7,0.05,-50.66605920402827,57056
200,50,0.3,1.0,0.1,-47.31615499548213,14525
50,500,0.3,0.9,0.01,-46.07976673702109,10909
100,500,0.5,0.9,0.1,-50.97893593133101,19920
200,100,0.9,0.7,0.05,-52.03331825900674,34061
200,200,0.9,0.8,0.05,-52.24039642449205,32855
50,500,0.3,1.0,0.1,-46.17031254688922,10087
200,50,0.3,1.0,0.2,-49.46160641154102,13339
50,500,0.3,1.0,0.2,-47.494220663561805,9239
200,50,0.3,1.0,0.05,-47.99918072281903,12516
100,500,0.5,0.9,0.2,-51.331789236574636,21929
50,500,0.3,1.0,0.05,-46.291566662855935,11089
200,100,0.9,0.7,0.01,-51.63721283822146,33533
200,50,0.3,1.0,0.01,-47.954417429889126,14514
50,500,0.3,1.0,0.01,-45.099137480382694,10982
200,200,0.9,0.8,0.01,-51.258334397319906,37215
100,500,0.5,0.9,0.05,-47.98383917851201,25181
50,500,0.3,0.8,0.1,-47.51757990627144,10334
200,50,0.3,0.8,0.1,-48.177803620302406,14906
200,100,0.3,0.9,0.1,-46.10037130365384,20570
500,100,0.5,0.7,0.01,-49.14507707695762,62442
500,500,0.5,1.0,0.05,-53.81508421510579,123612
50,500,0.3,0.8,0.2,-45.9976120191518,14558
200,50,0.3,0.8,0.2,-48.629862213515274,17974
500,200,0.5,0.8,0.01,-50.24941926899878,87940
200,100,0.3,0.9,0.2,-48.00353416153083,19633
50,500,0.3,0.8,0.05,-44.634657275799064,12106
100,500,0.5,0.9,0.01,-48.80956143128889,29947
200,50,0.3,0.8,0.05,-46.60203484134208,12782
200,200,0.9,0.7,0.1,-52.46305301978476,36853
50,500,0.3,0.8,0.01,-45.97937795835961,8679
200,100,0.3,0.9,0.05,-48.38455303649945,14821
200,50,0.3,0.8,0.01,-44.52962723730173,12919
50,500,0.3,0.7,0.1,-44.36702609405288,10650
100,500,0.5,1.0,0.1,-48.014576869592254,24254
50,500,0.3,0.7,0.2,-46.16286472424228,9902
200,100,0.3,0.9,0.01,-45.83067337118237,17026
200,50,0.3,0.7,0.1,-45.244903251575394,13092
200,200,0.9,0.7,0.2,-52.539398991340235,33422
50,500,0.3,0.7,0.05,-43.50432995243292,11968
200,50,0.3,0.7,0.2,-47.144079562573964,14296
200,100,0.3,1.0,0.1,-49.30480818937385,17849
50,500,0.3,0.7,0.01,-45.219547645240006,8912
100,500,0.5,1.0,0.2,-49.44066070983506,25105
50,500,0.1,0.9,0.1,-45.88061964450707,8031
200,50,0.3,0.7,0.05,-45.634499311792695,12550
200,100,0.3,1.0,0.2,-46.57754254553806,16632
50,500,0.1,0.9,0.2,-44.23715022632176,9732
500,100,0.9,0.9,0.1,-54.27906687914303,91194
200,50,0.3,0.7,0.01,-48.67872716567876,14544
100,500,0.5,1.0,0.05,-47.677880517993145,24754
50,500,0.1,0.9,0.05,-42.473158918989014,8663
200,200,0.9,0.7,0.05,-54.07876957759898,39813
500,200,0.5,0.7,0.1,-51.066593361186044,80572
200,50,0.1,0.9,0.1,-48.05944918882986,6838
200,100,0.3,1.0,0.05,-49.26378217530369,16761
50,500,0.1,0.9,0.01,-40.95797868124484,7408
200,50,0.1,0.9,0.2,-44.797397104707215,6566
50,500,0.1,1.0,0.1,-44.318914695605244,7920
200,50,0.1,0.9,0.05,-47.06883955737106,6544
100,500,0.5,1.0,0.01,-46.979960079517966,21629
200,100,0.3,1.0,0.01,-47.865323388046136,15134
500,500,0.5,1.0,0.01,-54.44702812690502,116873
200,50,0.1,0.9,0.01,-45.56942554114228,6585
50,500,0.1,1.0,0.2,-44.71626648668582,7606
200,50,0.1,1.0,0.1,-44.78858376796119,6259
50,500,0.1,1.0,0.05,-43.307787601835855,8245
200,50,0.1,1.0,0.2,-46.475860357893495,6572
200,100,0.3,0.8,0.1,-48.29316256474471,15132
50,500,0.1,1.0,0.01,-43.64872168975586,7059
200,200,0.9,0.7,0.01,-51.358997279401876,36615
100,500,0.5,0.8,0.1,-50.52886835112474,21045
200,50,0.1,1.0,0.05,-45.80671800320047,6717
50,500,0.1,0.8,0.1,-44.93429272663463,7251
200,50,0.1,1.0,0.01,-46.4573094389042,6765
200,100,0.3,0.8,0.2,-46.80242669147516,14721
50,500,0.1,0.8,0.2,-43.67369942351983,7680
200,50,0.1,0.8,0.1,-44.68065894788286,6927
200,200,0.3,0.9,0.1,-47.29336952057729,22199
50,500,0.1,0.8,0.05,-43.08796586386421,8588
200,50,0.1,0.8,0.2,-45.622162034714,7136
100,500,0.5,0.8,0.2,-50.228589738791165,21734
200,100,0.3,0.8,0.05,-46.98897213166015,16910
200,50,0.1,0.8,0.05,-45.71229402829768,7881
50,500,0.1,0.8,0.01,-42.61891159938388,9444
200,50,0.1,0.8,0.01,-46.689647110122344,8226
500,200,0.5,0.7,0.2,-52.251886882670995,77772
50,500,0.1,0.7,0.1,-44.194271972898974,10028
500,100,0.9,0.9,0.2,-52.59302077501452,87941
200,200,0.3,0.9,0.2,-49.952168891286405,23782
100,500,0.5,0.8,0.05,-49.33164861375955,21985
200,100,0.3,0.8,0.01,-47.653858586495424,18273
200,50,0.1,0.7,0.1,-47.1803337957696,7620
50,500,0.1,0.7,0.2,-44.189353325512954,8019
200,50,0.1,0.7,0.2,-45.84833281512355,7962
50,500,0.1,0.7,0.05,-42.922555194060806,9547
200,50,0.1,0.7,0.05,-45.19255243802162,7543
200,100,0.3,0.7,0.1,-46.989228169774734,17281
200,200,0.3,0.9,0.05,-46.51399031486051,19995
50,500,0.1,0.7,0.01,-39.800615813353424,8267
100,500,0.5,0.8,0.01,-48.37709182327327,23950
200,50,0.1,0.7,0.01,-43.103106944159784,7221
50,100,0.5,0.9,0.1,-45.57965044538193,5233
50,100,0.5,0.9,0.2,-47.9131611257458,6006
200,100,0.3,0.7,0.2,-47.20448304362626,17649
200,100,0.1,0.9,0.1,-44.654087549846906,11728
50,100,0.5,0.9,0.05,-45.94908851641158,6063
200,200,0.3,0.9,0.01,-47.550615337924896,25587
50,100,0.5,0.9,0.01,-46.41026973911802,6365
200,100,0.1,0.9,0.2,-45.682744536197355,11246
100,500,0.5,0.7,0.1,-48.840181323632414,25021
50,100,0.5,1.0,0.1,-47.386145961935895,5882
200,100,0.3,0.7,0.05,-44.750519223476466,17175
50,100,0.5,1.0,0.2,-46.91450408231136,5803
200,100,0.1,0.9,0.05,-42.542246363530275,10981
500,500,0.5,0.8,0.1,-54.23812687710429,124381
50,100,0.5,1.0,0.05,-46.30312913871674,6247
50,100,0.5,1.0,0.01,-46.50298244723414,7438
200,100,0.1,0.9,0.01,-47.75035433775676,13350
200,100,0.3,0.7,0.01,-45.23123767947319,19228
200,200,0.3,1.0,0.1,-48.902227967274506,26701
500,100,0.9,0.9,0.05,-53.495226344243775,76386
100,500,0.5,0.7,0.2,-49.91036886946406,26020
50,100,0.5,0.8,0.1,-45.58216094892216,6193
500,200,0.5,0.7,0.05,-51.80854844036607,86363
50,100,0.5,0.8,0.2,-47.06886390277291,5307
200,100,0.1,0.8,0.1,-43.721607066451725,11168
200,100,0.1,1.0,0.1,-47.05126625659524,11743
50,100,0.5,0.8,0.05,-45.248212393163,5024
200,100,0.1,1.0,0.2,-49.70843098040414,9570
200,200,0.3,1.0,0.2,-49.514706862414414,21786
50,100,0.5,0.8,0.01,-45.90796818100874,6288
200,100,0.1,0.8,0.2,-44.11274186890499,11347
50,100,0.5,0.7,0.1,-46.71927727624075,5168
100,500,0.5,0.7,0.05,-48.11544732529434,24253
200,100,0.1,0.8,0.05,-46.3312583644724,9431
50,100,0.5,0.7,0.2,-47.54491501345742,6863
200,100,0.1,1.0,0.05,-46.702251364582224,12951
50,100,0.5,0.7,0.05,-46.7954523433889,5802
200,100,0.1,0.8,0.01,-42.88010105941805,10749
50,100,0.5,0.7,0.01,-46.76732799831055,5733
