Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness,Tiempo_de_ejecucion_en_ms
100,500,0.9,0.9,0.05,-51.92519510997165,25406
200,200,0.3,1.0,0.01,-47.788296298644696,20680
100,500,0.3,0.9,0.05,-48.58989567293841,17861
50,100,0.9,0.8,0.2,-51.46560592871968,7970
50,100,0.9,0.8,0.05,-52.000983353824836,8035
500,500,0.3,0.8,0.05,-52.76597551708663,109477
50,100,0.9,0.8,0.01,-51.005581076329776,7835
100,500,0.9,0.9,0.01,-52.29859270604911,22126
100,500,0.3,0.9,0.01,-47.63027522805407,18065
200,200,0.3,0.8,0.1,-49.99339782698595,20476
50,100,0.9,0.7,0.1,-51.42552909058597,7374
50,100,0.9,0.7,0.2,-51.55685116050799,7886
100,500,0.3,1.0,0.1,-48.16005103350357,18865
200,200,0.3,0.8,0.2,-46.99537551449458,20934
50,100,0.9,0.7,0.05,-50.88812806182263,7923
100,500,0.9,1.0,0.1,-53.341215273562185,27016
50,100,0.9,0.7,0.01,-51.3435961433879,8178
500,200,0.9,0.9,0.1,-53.65740667437768,94977
50,100,0.3,0.9,0.1,-44.78092944949913,3663
50,100,0.3,0.9,0.2,-43.407172539864575,3400
100,500,0.3,1.0,0.2,-49.63139466354903,19445
50,100,0.3,0.9,0.05,-44.010121630737515,3854
200,200,0.3,0.8,0.05,-48.391804369781376,20630
50,100,0.3,0.9,0.01,-42.29154601024884,3601
50,100,0.3,1.0,0.1,-45.5454658809425,3873
50,100,0.3,1.0,0.2,-46.44353831443529,3740
100,500,0.9,1.0,0.2,-54.35239942496281,27225
500,500,0.5,0.8,0.05,-53.5793002480136,124898
500,100,0.9,1.0,0.1,-53.394364852542544,83223
50,100,0.3,1.0,0.05,-44.891784074071936,3769
100,500,0.3,1.0,0.05,-46.673727467145106,18780
50,100,0.3,1.0,0.01,-43.5040523198585,3468
200,200,0.3,0.8,0.01,-45.45176944388426,20490
50,100,0.3,0.8,0.1,-45.34614898953671,3460
50,100,0.3,0.8,0.2,-44.28002231853833,3564
50,100,0.3,0.8,0.05,-44.062016622008805,4846
50,100,0.3,0.8,0.01,-42.56401233762885,3811
100,500,0.3,1.0,0.01,-44.94007514311752,19563
50,100,0.3,0.7,0.1,-44.65604394647697,3516
100,500,0.9,1.0,0.05,-51.503527132346164,28537
50,100,0.3,0.7,0.2,-43.52931860480363,4087
200,200,0.3,0.7,0.1,-47.18966754921823,22133
50,100,0.3,0.7,0.05,-43.50691424052388,3327
50,100,0.3,0.7,0.01,-43.205202017324396,3605
50,100,0.1,0.9,0.1,-43.175990852891516,2674
100,500,0.3,0.8,0.1,-47.03884619031178,17633
50,100,0.1,0.9,0.2,-42.60220794404081,2361
50,100,0.1,0.9,0.05,-42.35709122527043,2410
50,100,0.1,0.9,0.01,-42.72662328535165,2518
50,100,0.1,1.0,0.1,-43.96720277329264,2689
50,100,0.1,1.0,0.2,-44.981855100952565,2510
200,200,0.3,0.7,0.2,-47.46367476364506,22165
50,100,0.1,1.0,0.05,-43.47954876704286,2374
500,500,0.3,0.8,0.01,-48.83832315584606,114400
50,100,0.1,1.0,0.01,-42.85293119839559,2506
100,500,0.9,1.0,0.01,-51.43182909788287,28463
50,100,0.1,0.8,0.1,-41.36159170221443,2497
100,500,0.3,0.8,0.2,-48.6324735602139,20107
50,100,0.1,0.8,0.2,-41.609111014046896,2412
50,100,0.1,0.8,0.05,-41.61060280173107,2363
50,100,0.1,0.8,0.01,-42.99682439764402,2499
50,100,0.1,0.7,0.1,-40.00163652622547,2813
50,100,0.1,0.7,0.2,-40.01268690876148,2511
50,100,0.1,0.7,0.05,-41.505282043331164,2676
200,200,0.3,0.7,0.05,-47.2204725215643,24185
50,100,0.1,0.7,0.01,-39.343460172174055,3244
500,100,0.9,1.0,0.2,-56.22486520206936,75991
50,50,0.5,0.9,0.1,-45.763739474235464,5221
100,500,0.3,0.8,0.05,-46.558241073286794,22287
500,200,0.9,0.9,0.2,-54.890646410536114,108270
100,500,0.9,0.8,0.1,-52.05313837484386,30821
50,50,0.5,0.9,0.2,-48.75636128163837,5147
50,50,0.5,0.9,0.05,-45.53819689032644,4685
50,50,0.5,0.9,0.01,-46.35375000133302,4708
200,200,0.3,0.7,0.01,-46.16547307335547,23556
50,50,0.5,1.0,0.1,-47.72543130876506,4459
100,500,0.3,0.8,0.01,-44.38379139796304,19699
50,50,0.5,1.0,0.2,-46.43747630782405,4486
500,500,0.5,0.8,0.01,-50.033486478640405,108638
50,50,0.5,1.0,0.05,-45.964002295751165,4605
50,50,0.5,1.0,0.01,-46.19935897891179,4384
200,200,0.1,0.9,0.1,-47.905049242343885,14873
100,500,0.9,0.8,0.2,-53.11100613359578,28043
50,50,0.5,0.8,0.1,-46.99123269937183,4097
100,500,0.3,0.7,0.1,-46.952003981755595,18237
50,50,0.5,0.8,0.2,-47.71801115452124,4358
50,50,0.5,0.8,0.05,-46.53756509445597,5116
200,200,0.1,0.9,0.2,-48.60460255100449,17219
50,50,0.5,0.8,0.01,-46.00610933138917,5097
50,50,0.5,0.7,0.1,-46.01123674970538,4819
100,500,0.9,0.8,0.05,-52.086875147727085,23233
100,500,0.3,0.7,0.2,-49.647166010661124,19752
50,50,0.5,0.7,0.2,-45.949357682328944,4352
50,50,0.5,0.7,0.05,-45.42710694165238,5101
200,200,0.1,0.9,0.05,-48.12305381538168,15707
500,500,0.3,0.7,0.1,-50.789077107703925,97865
50,50,0.5,0.7,0.01,-45.763080519851535,4858
500,100,0.9,1.0,0.05,-54.608840711477576,82411
50,50,0.9,0.9,0.1,-51.15556742751926,8249
100,500,0.3,0.7,0.05,-46.192010398652045,20722
200,200,0.1,0.9,0.01,-47.98499521676914,17329
100,500,0.9,0.8,0.01,-51.532891156940245,28796
50,50,0.9,0.9,0.2,-51.41908570066042,7326
50,50,0.9,0.9,0.05,-51.12355511460884,7162
100,500,0.3,0.7,0.01,-44.79238841968005,17688
500,200,0.9,0.9,0.05,-52.63541687850548,92185
200,200,0.1,1.0,0.1,-50.64098103562459,15895
50,50,0.9,0.9,0.01,-51.619564608879124,7278
50,50,0.9,1.0,0.1,-51.37034955029105,7100
100,500,0.9,0.7,0.1,-52.35269602616438,25227
100,500,0.1,0.9,0.1,-46.75296418222269,14996
200,200,0.1,1.0,0.2,-46.95786067202382,14954
50,50,0.9,1.0,0.2,-50.89598156188591,6677
50,50,0.9,1.0,0.05,-50.86683747418378,6791
100,500,0.1,0.9,0.2,-47.68059630496028,14668
50,50,0.9,1.0,0.01,-50.92181335669717,6888
200,200,0.1,1.0,0.05,-48.914943274946154,14992
50,50,0.9,0.8,0.1,-50.90804860786609,7568
100,500,0.9,0.7,0.2,-53.27434680941888,25816
100,500,0.1,0.9,0.05,-44.972129976342664,15828
50,50,0.9,0.8,0.2,-52.596806039877215,7238
200,200,0.1,1.0,0.01,-47.271649345021,15931
50,50,0.9,0.8,0.05,-51.449101295869525,7507
500,500,0.5,0.7,0.1,-54.00335843202326,130767
50,50,0.9,0.8,0.01,-51.14143163561848,8821
100,500,0.1,0.9,0.01,-46.754305599606504,17254
500,100,0.9,1.0,0.01,-52.05558905762626,82006
200,200,0.1,0.8,0.1,-46.11866148019431,16617
100,500,0.9,0.7,0.05,-53.92065804608309,27748
50,50,0.9,0.7,0.1,-50.74880221194538,6908
50,50,0.9,0.7,0.2,-51.43599288408092,7103
100,500,0.1,1.0,0.1,-47.053226940543006,16372
200,200,0.1,0.8,0.2,-47.32779618833852,14781
50,50,0.9,0.7,0.05,-51.29958410271655,7675
500,500,0.3,0.7,0.2,-54.68947437025262,112075
50,50,0.9,0.7,0.01,-51.25607478184045,7189
100,500,0.9,0.7,0.01,-51.93624556787438,25943
50,50,0.3,0.9,0.1,-43.44623634722832,3129
200,200,0.1,0.8,0.05,-46.505816797612,15112
50,50,0.1,0.9,0.1,-42.54570501848939,1721
100,500,0.1,1.0,0.2,-48.81167995360007,16174
50,50,0.1,0.9,0.2,-44.40533599295829,1617
50,50,0.3,0.9,0.2,-44.27679192821407,3003
50,50,0.1,0.9,0.05,-43.91781729330195,1837
500,200,0.9,0.9,0.01,-54.21518250229061,99737
50,50,0.1,0.9,0.01,-44.04060099540955,2100
50,50,0.3,0.9,0.05,-43.1152633710996,3656
50,50,0.1,1.0,0.1,-44.39457344362606,2032
50,50,0.3,0.9,0.01,-44.587796981952465,3130
50,50,0.1,1.0,0.2,-41.424166906884714,1691
50,50,0.1,1.0,0.05,-39.92900260323356,1863
50,50,0.3,1.0,0.1,-45.344850822554285,3278
50,50,0.1,1.0,0.01,-41.85806184810038,2223
50,50,0.1,0.8,0.1,-43.6630579793647,1608
50,50,0.3,1.0,0.2,-44.8088762117284,3683
200,200,0.1,0.8,0.01,-44.783470288571266,17258
50,50,0.1,0.8,0.2,-40.53001923928002,2153
100,500,0.1,1.0,0.05,-45.20418250782236,17889
50,50,0.1,0.8,0.05,-41.22886693142408,1495
50,50,0.3,1.0,0.05,-47.28158585379653,3014
50,50,0.1,0.8,0.01,-40.85310574799263,1381
50,50,0.1,0.7,0.1,-40.799272192587615,1506
50,50,0.3,1.0,0.01,-43.683822272429005,3018
50,50,0.1,0.7,0.2,-41.335158861694104,1423
50,50,0.1,0.7,0.05,-42.18676433684116,1685
50,50,0.3,0.8,0.1,-43.78262404412334,3242
50,50,0.1,0.7,0.01,-40.567087351619364,1674
50,50,0.3,0.8,0.2,-41.293756986750665,3525
50,50,0.3,0.7,0.1,-43.269788890985026,3541
50,50,0.3,0.8,0.05,-45.22251379679489,3914
50,50,0.3,0.7,0.2,-42.684553691147066,4204
200,200,0.1,0.7,0.1,-45.67797573023486,17095
100,500,0.1,1.0,0.01,-47.67664232422667,18174
50,50,0.3,0.8,0.01,-43.646164283192505,4191
50,50,0.3,0.7,0.05,-43.316051778234055,4052
50,50,0.3,0.7,0.01,-42.79567764938697,3911
500,100,0.9,0.8,0.1,-52.83370112987795,73110
200,200,0.1,0.7,0.2,-47.09211736324862,21516
100,500,0.1,0.8,0.1,-45.91650007558135,21206
100,500,0.1,0.7,0.1,-45.28655505494814,20954
200,200,0.1,0.7,0.05,-45.97395786019117,20073
100,500,0.1,0.8,0.2,-49.079182819093944,20399
100,500,0.1,0.7,0.2,-49.32719960718948,19966
200,200,0.1,0.7,0.01,-46.44215612317843,20644
100,500,0.1,0.8,0.05,-47.17407012338079,22192
100,500,0.1,0.7,0.05,-43.76117027996583,21080
500,500,0.5,0.7,0.2,-53.179972361968886,134895
500,500,0.3,0.7,0.05,-50.66481754634069,115496
500,200,0.9,1.0,0.1,-55.112836431787784,103551
100,500,0.1,0.7,0.01,-42.70499262079276,20069
100,500,0.1,0.8,0.01,-45.749113680195805,20979
500,100,0.9,0.8,0.2,-55.88789846959282,95553
200,500,0.5,0.9,0.1,-52.82472493573455,44606
200,100,0.5,0.9,0.1,-51.50184896532788,24395
200,500,0.3,0.9,0.1,-47.83778883920764,43530
200,100,0.5,0.9,0.2,-50.15544458364275,23328
200,100,0.5,0.9,0.05,-47.398589434216184,19883
200,500,0.5,0.9,0.2,-54.853227899136044,51296
500,200,0.3,0.9,0.1,-52.410598419759154,70228
500,500,0.3,0.7,0.01,-49.155009046018066,94445
200,100,0.5,0.9,0.01,-47.94666525801331,25040
200,500,0.3,0.9,0.2,-52.98352629648822,46620
500,500,0.5,0.7,0.05,-51.97377036607493,115208
500,100,0.9,0.8,0.05,-53.543945131307446,84458
500,200,0.9,1.0,0.2,-55.75731258013808,116849
200,100,0.5,1.0,0.1,-52.42041300677811,24025
200,500,0.5,0.9,0.05,-49.231966663690855,44734
200,500,0.3,0.9,0.05,-50.14482303339362,42442
500,200,0.3,0.9,0.2,-49.27031646498411,63693
200,100,0.5,1.0,0.2,-50.618649824656515,22693
200,100,0.5,1.0,0.05,-48.99083346043287,23182
200,500,0.5,0.9,0.01,-47.268312592199116,46261
500,100,0.9,0.8,0.01,-52.18229113353069,73838
200,500,0.3,0.9,0.01,-47.809153049498676,43176
500,500,0.1,0.9,0.1,-54.65977163980873,105545
200,100,0.5,1.0,0.01,-49.84500684143452,27925
500,200,0.9,1.0,0.05,-54.33248505959509,95677
500,200,0.3,0.9,0.05,-48.51601329410751,71551
200,100,0.5,0.8,0.1,-48.85499295259066,22990
200,500,0.5,1.0,0.1,-52.82126412840315,55484
200,500,0.3,1.0,0.1,-51.69129705618811,44570
500,500,0.5,0.7,0.01,-53.52753152016517,134663
200,100,0.5,0.8,0.2,-50.15992679397917,21836
500,100,0.9,0.7,0.1,-54.771332842133496,87610
200,500,0.5,1.0,0.2,-51.331589596014496,44783
200,100,0.5,0.8,0.05,-48.248794721922714,28912
500,200,0.3,0.9,0.01,-50.637770554638394,61941
200,500,0.3,1.0,0.2,-51.88917512536557,50321
200,100,0.5,0.8,0.01,-48.132469839786715,21154
200,500,0.5,1.0,0.05,-50.30051995896421,40885
500,500,0.1,0.9,0.2,-54.049793415524,120099
500,200,0.9,1.0,0.01,-53.02517916634947,108149
200,100,0.5,0.7,0.1,-49.02748582539781,24062
200,500,0.3,1.0,0.05,-51.323659690726465,43804
500,200,0.3,1.0,0.1,-52.88459218061044,53737
200,100,0.5,0.7,0.2,-47.79668750695272,21991
200,500,0.5,1.0,0.01,-49.30461984273504,48099
500,100,0.9,0.7,0.2,-55.50941969219844,90392
200,100,0.5,0.7,0.05,-47.26412325267127,22646
200,500,0.3,1.0,0.01,-50.805723741585076,36363
200,100,0.5,0.7,0.01,-48.485965347495785,22588
500,200,0.3,1.0,0.2,-52.89608390394628,66986
200,500,0.3,0.8,0.1,-49.33763574387285,40948
200,500,0.5,0.8,0.1,-50.54504314461703,52734
500,500,0.1,0.9,0.05,-51.84728608337653,103146
500,500,0.9,0.9,0.1,-57.89997081863153,178493
200,100,0.9,0.9,0.1,-52.58838117895756,40065
500,200,0.9,0.8,0.1,-54.67437959006072,112602
200,500,0.3,0.8,0.2,-53.121700545346485,38144
500,100,0.9,0.7,0.05,-52.896705306902064,84334
200,100,0.9,0.9,0.2,-54.3837259051616,33280
200,500,0.5,0.8,0.2,-52.57600653860455,47178
500,200,0.3,1.0,0.05,-51.5824998600012,65755
200,500,0.3,0.8,0.05,-46.647977808269346,38612
200,100,0.9,0.9,0.05,-51.33398593215316,26526
200,500,0.5,0.8,0.05,-51.1681318866124,42312
500,500,0.1,0.9,0.01,-50.48477921846588,95909
500,100,0.9,0.7,0.01,-52.70235494785365,72147
200,100,0.9,0.9,0.01,-51.47391241016318,44466
200,500,0.3,0.8,0.01,-46.866920662443334,49107
500,200,0.3,1.0,0.01,-50.89651515425804,73462
200,500,0.5,0.8,0.01,-49.2143577604565,50015
500,200,0.9,0.8,0.2,-56.714128174105966,125334
200,500,0.3,0.7,0.1,-48.03289243926699,41499
200,100,0.9,1.0,0.1,-52.79751560351393,43320
500,100,0.3,0.9,0.1,-49.40434869915526,58673
500,500,0.9,0.9,0.2,-59.54455567278667,167439
200,500,0.5,0.7,0.1,-50.91934944565352,41038
200,100,0.9,1.0,0.2,-53.41856852220454,29063
500,200,0.3,0.8,0.1,-49.55665728333433,67164
200,500,0.3,0.7,0.2,-49.51218025578663,46812
500,100,0.3,0.9,0.2,-48.24128466225703,51141
200,100,0.9,1.0,0.05,-53.749441175829205,40228
200,500,0.5,0.7,0.2,-54.16321608884367,49442
500,500,0.1,1.0,0.1,-54.00971961149424,138154
500,200,0.9,0.8,0.05,-56.83708526046044,100355
200,500,0.3,0.7,0.05,-49.022577250173136,50334
500,200,0.3,0.8,0.2,-49.95095774960706,61397
200,100,0.9,1.0,0.01,-51.32619465054837,39396
500,100,0.3,0.9,0.05,-50.17086950490964,53496
200,500,0.5,0.7,0.05,-50.89099190797938,52137
200,500,0.3,0.7,0.01,-47.68576104658675,42526
200,100,0.9,0.8,0.1,-52.367419704466975,34272
500,500,0.9,0.9,0.05,-57.212849281033,144768
500,100,0.3,0.9,0.01,-50.87845632296178,49812
500,200,0.3,0.8,0.05,-49.054333703365046,70286
200,500,0.5,0.7,0.01,-48.09628076194585,50770
500,500,0.1,1.0,0.2,-55.62056349860549,96204
200,500,0.1,0.9,0.1,-49.00889046407973,39669
200,100,0.9,0.8,0.2,-51.822953340866654,36855
500,200,0.9,0.8,0.01,-53.02582585805869,110077
500,100,0.3,1.0,0.1,-51.775709248573634,44473
200,500,0.1,0.9,0.2,-51.27533605974579,31001
200,100,0.9,0.8,0.05,-51.60071775054934,35243
200,500,0.9,0.9,0.1,-53.26417372072715,61175
500,200,0.3,0.8,0.01,-50.01376388166177,66931
200,500,0.1,0.9,0.05,-51.873580729969795,39206
200,100,0.9,0.8,0.01,-51.96345236018222,36520
500,100,0.3,1.0,0.2,-51.03501176716688,50007
500,500,0.1,1.0,0.05,-54.28329943835082,101335
500,500,0.9,0.9,0.01,-53.16285415668506,142122
200,100,0.9,0.7,0.1,-54.15001272197164,49872
500,100,0.3,1.0,0.05,-50.674809937484504,50119
500,200,0.3,0.7,0.1,-51.76913813157206,70428
200,500,0.1,0.9,0.01,-49.357078627030695,53559
200,500,0.9,0.9,0.2,-55.46448179344356,77670
500,200,0.9,0.7,0.1,-54.444498346546176,128775
200,100,0.9,0.7,0.2,-51.97418526647385,34109
200,500,0.1,1.0,0.1,-53.13681888793126,35235
500,100,0.3,1.0,0.01,-50.09047400695365,43740
500,200,0.3,0.7,0.2,-52.49830652564589,59686
200,500,0.9,0.9,0.05,-52.57226348926539,54043
200,100,0.9,0.7,0.05,-52.59012848189527,31006
200,500,0.1,1.0,0.2,-51.165667607093205,32076
500,100,0.3,0.8,0.1,-47.60028956076325,43362
500,500,0.1,1.0,0.01,-54.20410961891038,114927
200,100,0.9,0.7,0.01,-51.38930811508342,36806
200,500,0.1,1.0,0.05,-48.541087606193194,34501
200,500,0.9,0.9,0.01,-52.30530739347062,50428
500,200,0.9,0.7,0.2,-56.78516138680728,98414
200,100,0.3,0.9,0.1,-46.37616502119071,19164
500,200,0.3,0.7,0.05,-50.72680202605306,69980
500,100,0.3,0.8,0.2,-48.4994681453453,50411
200,100,0.3,0.9,0.2,-49.27393361854309,18205
200,500,0.1,1.0,0.01,-49.57430648524482,36174
200,100,0.3,0.9,0.05,-45.77893490849338,14970
500,500,0.9,1.0,0.1,-57.033652690493454,165805
200,100,0.3,0.9,0.01,-48.38939208044908,17357
200,500,0.9,1.0,0.1,-55.95139668981672,60711
200,500,0.1,0.8,0.1,-50.23619513967396,34059
500,100,0.3,0.8,0.05,-48.42257612022839,43779
200,100,0.3,1.0,0.1,-49.17900265891737,16176
500,200,0.3,0.7,0.01,-49.43786865216445,62393
500,500,0.1,0.8,0.1,-53.736668270517356,111910
500,200,0.9,0.7,0.05,-52.24681746384311,84983
200,100,0.3,1.0,0.2,-48.33877404636863,15540
200,500,0.1,0.8,0.2,-49.45263335294725,32603
200,100,0.3,1.0,0.05,-46.88325675749123,16859
500,100,0.3,0.8,0.01,-50.12339240248729,44819
200,500,0.9,1.0,0.2,-53.84345460878387,58046
200,100,0.3,1.0,0.01,-48.243483870039704,16360
500,200,0.1,0.9,0.1,-50.36593649741288,42387
200,500,0.1,0.8,0.05,-49.69781985329236,34168
200,100,0.3,0.8,0.1,-45.82833797647535,15674
200,100,0.3,0.8,0.2,-50.11328443689006,18671
500,100,0.3,0.7,0.1,-51.92280723559321,46146
200,500,0.1,0.8,0.01,-47.60721662253118,37703
200,100,0.3,0.8,0.05,-47.098027292659516,20223
500,200,0.1,0.9,0.2,-49.45364752368018,55624
500,500,0.1,0.8,0.2,-55.121825608988416,93370
200,500,0.9,1.0,0.05,-52.48913841294922,64140
200,100,0.3,0.8,0.01,-49.85520380262212,17212
500,200,0.9,0.7,0.01,-52.901431009220296,109221
200,500,0.1,0.7,0.1,-48.83827444852351,40222
500,100,0.3,0.7,0.2,-49.75813587238382,51190
500,500,0.9,1.0,0.2,-58.04130858722638,163292
200,100,0.3,0.7,0.1,-48.99753958238981,19477
500,200,0.1,0.9,0.05,-50.855695034141746,46522
200,100,0.3,0.7,0.2,-46.02972205380519,19296
200,500,0.1,0.7,0.2,-51.288129747450256,39400
500,100,0.3,0.7,0.05,-48.710482690307664,37684
200,100,0.3,0.7,0.05,-46.63453960349734,16679
200,500,0.9,1.0,0.01,-51.86010753665422,66143
500,50,0.5,0.9,0.1,-51.53983120041739,57144
200,100,0.3,0.7,0.01,-45.949933132013506,13031
200,100,0.1,0.9,0.1,-44.10852445963101,9559
500,500,0.1,0.8,0.05,-51.60304369712467,92100
500,200,0.1,0.9,0.01,-50.354140189448,49289
200,500,0.1,0.7,0.05,-47.55304334794906,32973
200,100,0.1,0.9,0.2,-46.9574679966004,9754
500,100,0.3,0.7,0.01,-47.12672515929089,44796
200,100,0.1,0.9,0.05,-47.21814007151761,12022
200,100,0.1,0.9,0.01,-46.52355826266928,13961
500,50,0.5,0.9,0.2,-50.94706555044056,55575
200,500,0.9,0.8,0.1,-53.18501084933458,63109
200,500,0.1,0.7,0.01,-44.646587020049694,40788
200,100,0.1,1.0,0.1,-48.36251617973852,12732
500,100,0.1,0.9,0.1,-48.6003150471052,32984
500,200,0.1,1.0,0.1,-53.078028498170795,57177
200,100,0.1,1.0,0.2,-48.12066008310535,11732
200,100,0.1,1.0,0.05,-48.05150422458827,11130
500,500,0.9,1.0,0.05,-54.634026797737505,136071
200,100,0.1,1.0,0.01,-50.28560429388855,12809
500,50,0.5,0.9,0.05,-51.555766501338574,49211
500,100,0.1,0.9,0.2,-48.72601011838416,34200
200,100,0.1,0.8,0.1,-45.514578706919465,10812
200,500,0.9,0.8,0.2,-55.99857113830917,63659
200,100,0.1,0.8,0.2,-45.1914475125754,9822
500,500,0.1,0.8,0.01,-50.34274473280586,106232
200,500,0.9,0.7,0.1,-54.39910068502319,61379
500,200,0.1,1.0,0.2,-53.829093560475044,53339
200,100,0.1,0.8,0.05,-45.31731488458739,9087
500,100,0.1,0.9,0.05,-50.96626113478609,27903
200,100,0.1,0.8,0.01,-46.06381914383844,8793
200,100,0.1,0.7,0.1,-45.22481582871699,11684
500,50,0.5,0.9,0.01,-48.67028549016444,50366
500,100,0.1,0.9,0.01,-48.04983542826412,29523
200,100,0.1,0.7,0.2,-46.36062817721074,12748
200,500,0.9,0.8,0.05,-53.32654731753462,52549
200,100,0.1,0.7,0.05,-45.45110823503991,10592
200,100,0.1,0.7,0.01,-44.722326553668225,11578
500,200,0.1,1.0,0.05,-51.776270950073325,56176
200,500,0.9,0.7,0.2,-57.235565095016085,61788
500,100,0.1,1.0,0.1,-49.82736608591253,31003
200,50,0.5,0.9,0.1,-48.270263839373705,18071
500,50,0.5,1.0,0.1,-50.52587669208649,55371
200,50,0.5,0.9,0.2,-49.199648476125624,22293
500,100,0.1,1.0,0.2,-49.32975886393027,34607
500,500,0.1,0.7,0.1,-53.454627253990985,106246
200,500,0.9,0.8,0.01,-53.74786654135417,56565
500,200,0.1,1.0,0.01,-50.88398767698376,53013
200,50,0.5,0.9,0.05,-47.16353546123842,18449
200,500,0.9,0.7,0.05,-52.667968908473064,58832
500,500,0.9,1.0,0.01,-54.09905825169497,159931
500,100,0.1,1.0,0.05,-48.69974342516175,27678
500,50,0.5,1.0,0.2,-50.373491203317336,49748
200,50,0.5,0.9,0.01,-46.50162535126396,17599
200,50,0.5,1.0,0.1,-48.75885773628514,17810
500,100,0.1,1.0,0.01,-49.85970327272328,27164
500,200,0.1,0.8,0.1,-50.06502823036496,45424
200,500,0.9,0.7,0.01,-51.6110103529427,50862
200,50,0.5,1.0,0.2,-49.37260756501476,17126
500,50,0.5,1.0,0.05,-49.62709694078284,45711
500,100,0.1,0.8,0.1,-50.856779695894794,26540
200,50,0.5,1.0,0.05,-50.77079287041884,17738
500,500,0.1,0.7,0.2,-53.831802273610236,99012
500,200,0.1,0.8,0.2,-51.918466612889944,46092
200,50,0.5,1.0,0.01,-47.37845004862277,20112
500,100,0.1,0.8,0.2,-49.94879380387549,30191
500,200,0.1,0.7,0.1,-48.42116736057303,43820
500,50,0.5,1.0,0.01,-49.92549480181665,44916
200,50,0.5,0.8,0.1,-47.18803859737633,18072
500,100,0.1,0.8,0.05,-50.785148572273144,30692
200,50,0.5,0.8,0.2,-47.90133006602444,21672
500,200,0.1,0.8,0.05,-50.58117730204868,50101
500,200,0.1,0.7,0.2,-47.76795072846812,47492
200,50,0.5,0.8,0.05,-47.012896805925635,19518
500,100,0.1,0.8,0.01,-49.575406578429785,32330
500,50,0.5,0.8,0.1,-49.30298343012817,52364
500,500,0.9,0.8,0.1,-56.919647021201406,158400
200,50,0.5,0.8,0.01,-46.121690438248436,20201
500,500,0.1,0.7,0.05,-52.10762559176613,102051
500,200,0.1,0.8,0.01,-50.37580144789628,49968
500,100,0.1,0.7,0.1,-48.77488245770685,28993
200,50,0.5,0.7,0.1,-46.58778952519037,17863
500,200,0.1,0.7,0.05,-48.95095964308028,47962
200,50,0.5,0.7,0.2,-47.597752321262185,16654
500,50,0.5,0.8,0.2,-50.43305271303689,46592
500,100,0.1,0.7,0.2,-49.27256880385416,27022
200,50,0.5,0.7,0.05,-46.88439457629868,17059
500,200,0.1,0.7,0.01,-49.257280131661894,44538
200,50,0.5,0.7,0.01,-47.52159889299053,16478
500,100,0.1,0.7,0.05,-49.3159957411365,24458
500,50,0.5,0.8,0.05,-50.358473256208164,44332
500,50,0.3,0.9,0.1,-48.39066408211426,33030
500,100,0.1,0.7,0.01,-45.186076475221995,27158
200,50,0.9,0.9,0.1,-54.12602427595112,29620
500,500,0.1,0.7,0.01,-49.457577576946846,95078
500,50,0.3,0.9,0.2,-49.85430256257899,29178
200,50,0.9,0.9,0.2,-51.79501382126353,25855
500,50,0.5,0.8,0.01,-52.65473890850204,46875
500,500,0.9,0.8,0.2,-56.643370189576544,133972
200,50,0.9,0.9,0.05,-53.61709004087674,26475
500,50,0.3,0.9,0.05,-48.78911801827405,29766
500,50,0.9,0.9,0.1,-51.89037743448713,65705
500,50,0.5,0.7,0.1,-51.86076366810459,44361
200,50,0.9,0.9,0.01,-51.566971311626254,26696
500,50,0.3,0.9,0.01,-47.84703602180376,29698
500,500,0.9,0.7,0.1,-56.04612384157816,142155
200,50,0.9,1.0,0.1,-53.31965331490271,26973
500,50,0.3,1.0,0.1,-47.9845834935445,31285
500,50,0.5,0.7,0.2,-49.757780925444735,43613
500,50,0.9,0.9,0.2,-52.733547484453986,68922
200,50,0.9,1.0,0.2,-52.791844862773644,27534
500,50,0.3,1.0,0.2,-48.67705499792364,30364
500,500,0.9,0.8,0.05,-56.24882884775364,137159
500,500,0.9,0.7,0.05,-55.15727289203199,121626
500,50,0.5,0.7,0.05,-50.16712331301289,41887
200,50,0.9,1.0,0.05,-51.94828926878292,26094
500,50,0.3,1.0,0.05,-49.06908682004691,28701
200,50,0.9,1.0,0.01,-51.07829284059394,24295
500,50,0.5,0.7,0.01,-51.485302604369316,38129
500,50,0.9,0.9,0.05,-54.081837622071674,64193
500,50,0.3,1.0,0.01,-48.585371481119296,27571
200,50,0.9,0.8,0.1,-51.26531544282044,24702
500,50,0.3,0.8,0.1,-47.48345141396153,26539
200,50,0.9,0.8,0.2,-52.43901973609495,23914
500,500,0.9,0.7,0.2,-58.69441948752087,129564
200,50,0.9,0.8,0.05,-54.11763559614766,24526
500,50,0.3,0.8,0.2,-47.43697878676039,28134
500,50,0.9,0.9,0.01,-51.8168940615564,61560
500,500,0.9,0.8,0.01,-52.613191802309075,118346
200,50,0.9,0.8,0.01,-51.628394406905755,23566
500,50,0.3,0.8,0.05,-48.04919007186189,26791
200,50,0.9,0.7,0.1,-51.08068495162903,22878
500,50,0.3,0.8,0.01,-49.143029285243415,25517
500,500,0.9,0.7,0.01,-54.571932282614206,114523
500,50,0.9,1.0,0.1,-52.96485416118586,59697
